,artist_name,title,album,lyrics,date,url
10,Mike El Nite,Oliude,O Justiceiro,,2016-04-22,https://genius.com/Mike-el-nite-oliude-lyrics
11,Mike El Nite,Caixa Negra,Inter-Missão,"Chamavam-me desajeitado por não pintar dentro da margem
Mas eu não queria estar limitado por uma imagem
Sou mais colagem procuro a liberdade num pedaço
Porque a melhor vista do penhasco só aparece a metade do salto
Neste teatro abandonado, costas p'ro palco
Percorro salas vazias jogo aos dardos com ratos
Os dados viciados não me mostram a vitória
Mas eu rasgo contratos quem é que aposta em ser da escória
E fazer história, tu olha, acelero sem mãos na mota
Este é o primeiro dia do resto da minha derrota
Vou a direito como uma serpente alcoolizada
Não tenho respeito e cravo o dedo no gume da espada
Senhores passageiros, daqui fala o capitão
Avião fantasma a navegar sem precisão
O destino é em vão
Mas caímos de pé
Robin Crusoe, naufrago sem fé
Não vou esperar, isso nunca chega
Se afundar não vale chorar a perda
Eu vou voar até a voz me levar
E ver putos a bombar a minha caixa negra
Eu juro

Se não é p'ra casa que agora eu vou
'Tou em crash course no meu modo voo
Tipo mayday, mayday
Morri, matei, guardei tudo dentro da caixa negra

Ok, sai da toca a toque de caixa no que toca a guardar segredos
Saio da moca na parte de baixo a falar mas não me arrependo
Há quem os mantenha escondidos, yeah
E só confio em poucos
Mas eu sou pouco seletivo, I guess
Partilho os meus com todos
Dá-me ouvidos que eu dou-te a histórias
Que eu conto e acrescento um ponto
Não é final porque afinal de contas
No final com quem é que eu conto
Os fãs não te dão a mão, eles enganam
Não são algodão
Quando o corrimão da escada vão
Sobra a escuridão da arrecadação
(E as vozes dizem)
""Não é assim que funciona a vida""
(As vozes dizem)
""Tens que te fazer à pista""
(E as vozes dizem)
""Tens que escolher um caminho""
(E as vozes dizem)
""Assim vais acabar sozinho""
(E as vozes dizem)
""Tu já não vais p'ra novo""
(E as vozes dizem)
""Andas a brincar com o fogo""
E foi o que eu descobri quando iluminei a minha caverna
Eu vim p'ra esta merda p'ra marcar a pedra sem regras
Boy Foz Côa
Deixar obra escrita mesmo que a minha vida seja só pós-boa
Prefiro cantar até que a voz doa
Do que estar na defensiva tipo o Ochoa
Dar asas a casas não voadoras
E a tua cabeça é transportadora
Boy, airline, airline, yeah bom nome onde é que eu assino
A minha cabeça vai explodir deve ser da pressão da cabine
Oxigênio i need
Dá vida mas também oprime
Vida eterna sem elixir
Enquanto eu existir eu vou exprimir-me mano, eu juro

Se não é p'ra casa que agora eu vou
'Tou em crash course no meu modo voo
Tipo mayday, mayday
Morri, matei, guardei tudo dentro da caixa negra
Comandante se eu cair a pique
Ao menos sou eu que mando
Yah, sou eu no cockpit e cá me vou despenhando
Tipo mayday, mayday
Morri, matei, guardei tudo dentro da caixa negra
Yeah, yeah, yeah, yeah

Certeza que já lhe aconteceu
Está um lindo dia lá fora
E tudo parece estar tudo a correr às mil maravilhas
Quando de repente",2018-12-07,https://genius.com/Mike-el-nite-caixa-negra-lyrics
12,Mike El Nite,Drones,O Justiceiro,"Enquanto dropo uma bomba de um b52 numa sanita alheia
Penso que se calhar não devia ter comido a alheira
Mas olha yolo e eu ja não vou p'ra novo
Por isso mete o ovo a cavalo frita as batatas molha o arroz todo
O colestrol entope-me as veias e eu desorganizo ideias como o meu desktop
Devias ver
Pastas com rap rock trap fuck that desentope-te e vais ter o Miguel kel r'n'b com leg drop
Trap era Falso e comercial como wrestling
Agora é tudo bout dat cloud rap e eu em bespin
Still Destined a ser a razão do teu hating
Tipo que eu 'tou Mais faking do que agências de rating
Mas
Eles 'tão-te a ver e tu nem os vês a frente (Vê)
Video-vigilância da vigília vigente (Vê)
Vergilios visam viver viris para sempre (Vê)
Vestem vinil em vão e envergonham o ventre (Vê)
Não sei se o V é de vendetta ou de vedeta ou de vender-me
E tu vens ver-me mas
Não preciso desse teu sangue de leucémico
Dicas tão brilhantes devia me chamar Eu Génio
A coisa tá preta, olhem todos para o Eusébio
Tapa na Pantera, esse uísque é teu? Bebe-o
'Tás ébrio?
Então elege-o
Podes ser fuck the system mas és escravo do sistema métrico
Mas também o que é que eu sei  eu não sou médico sou só péssimo ou médio ou medium
As vezes os candeeiros apagam quando eu passo
Deve ser comigo
Será que eu 'tou maluco?
Ou também és meu amigo?
(Sou teu amigo, sim)

Do ponto de vista ao ponto de fuga são dez mil quilómetros
Tu dás a fuga eles põe-te a vista em cima com dez helicópteros
Drones
(então mas é drones, ou drones que se diz?)
Arco e flecha
Tento matar um a léguas
Mas com as mãos tremulas nunca serei um legolas
Sou só um Mike Elf Nite olha um Elf-Ali sike

Pega o drone e filma esta
Atiro me da ponte sem pára-quedas
Já não há o que pare a brisa
Corpo e mente paralisa
Volto ao verso e vê se enxergas (vê se enxergas)
Que não salvo o mundo com letras mentaliza-te
Não me cedo as vendas
Nem me esqueço d'onde saí a controlar o apetite
Para as migalhas que deixei ditarem o caminho para casa
Só depende de ti kid
Não quero que aprendas com o que digo
Mas com o que vives
Filmados são tantos nesta vila G
Zzzzz
Mas não dormi se o drone passa ele sorri
Tem comando na mão mas o plano permanece fixo
Há quem diga que se descobrires todas as mentiras
Chegarás a verdade
O processo é demorado e és capaz de lá chegar
(Se Conseguiste?)
Não te iludas é com o prémio Arrisca artista
Só quem vai a jogo a meta avista
Só Não fales antes do tempo sai-te o tiro pela culatra
Geração imaculada a lutar pelo Óscar
Rap virou campo de batalha
Mas padeiros só em aljubarrota
Vão com a taça para casa e servem-se dela com gosto
Mas como sempre estou a plantar uma péssima espécime de obra rotulada Q só daqui a 3 anos bate na chavalada
A sério?
Dou cursos em rodapé, xutos e pontapés
Num circo de feras
De férias
No caminho do bem sou o Tim Maia (Com urticaria)
Se és o homem do leme segura a barca
E diz a vaca para sorrir que está a ser filmada
O Drone passa e ela quer ir lá montada
Nem com convite

Do ponto de vista ao ponto de fuga são dez mil quilómetros
Tu das a fuga eles põe-te a vista em cima com dez helicópteros
Drones
Arco e flecha
Tento matar um a léguas
Mas com as mãos tremulas nunca serei um legolas
Sou só um Mike Elf Nite
Olha um Elfo aqui like",2016-04-22,https://genius.com/Mike-el-nite-drones-lyrics
13,Mike El Nite,A Justa,O Justiceiro,"Agora a sério eu
Penso
Logo existo
Logo invento
Logo invisto
Jogo intenso
Morte e fico
Pó cinzento
Só vivo isto
Eu penso
Logo existo
Logo invento
Logo invisto
Jogo intenso
Morte e fico
Pó cinzento
Só vivo isto

A minha mãe sempre disse a
Coisa mais bonita que há no mundo é a justiça
Por isso iça bem alto
A tua bandeira
De maneira a que todos te ouçam como numa missa
Mas lembra te que a preguiça e
A cobiça de ser o primeiro
Podem abalar a premissa do justiceiro
A depressão entra aqui como um Intruso
Guardo-a dentro de mim depois impludo
Esboço o Sorriso mais sisudo
Sujo as mãos a trabalhá-lo depois limpo tudo
Tento pôr o lixo no fundo do armazém
Acho que bem arrumado ate ficava bem
Mas a vida não para não espera não dá 'pa
Não dar a mão à razão certa quem?
Quem sou eu 'pra me queixar?
Um grão de areia uma epopeia o que eu deixar
Eu só sei que nasci para deixar tudo aqui
Quem é que não quer ser o herói e ganhar no fim
Quem é que não quer ser o herói e ganhar no fim
Quem é que não quer ser o herói e ganhar no fim

Eu só sei que nasci 'pra deixar tudo aqui
Filmar recitar e ligar tudo a mim
Um corpo nu nos escombros de um terramoto
O tombo de um pombo num chão remoto
O conto de um louco que é tão devoto
No torso de um monstro Que eu não Piloto
O sopro de um outro que não vi logo...
Eu só sei que nasci 'pra deixar tudo aqui
Filmar recitar e ligar tudo a mim
Um corpo nu nos escombros de um terramoto
O tombo de um pombo num chão remoto
O conto de um louco que é tão devoto
No torso de um monstro Que eu não Piloto
O sopro de um outro que não vi logo...

Ela nunca foi cega
Até que alguém a vendou
Depois alguém a vendeu
Depois alguém a comprou
Depois alguém atendeu
Do outro lado ouvi: ""Estou?
Olá a justiça não está.""
E nunca mais se avistou
A minha mãe sempre disse a
Coisa mais bonita que há no mundo é a justiça
Por isso iça bem alto
A tua bandeira
De maneira a que todos te ouçam como numa missa
Mas lembra te que a preguiça e
A cobiça de ser o primeiro
Podem abalar a premissa do justiceiro
A minha mãe sempre disse a
Coisa mais bonita que há no mundo é a justiça
Por isso iça bem alto
A tua bandeira
De maneira a que todos te ouçam como numa missa
Mas lembra te que a preguiça e
A cobiça de ser o primeiro
Podem abalar a premissa do justiceiro",2016-04-22,https://genius.com/Mike-el-nite-a-justa-lyrics
14,Mike El Nite,Capacete,Inter-Missão,"(Olá, meninos, estão cá hoje?
Sentem-se
Vou vos contar uma história sobre a estupidez humana)

A sorte protege os audazes
Deixa os rapazes ser loucos
Eles não são assim por maldade
É que o mal só acontece aos outros
Tenho um burro e um esperto no cérebro
E tento pensar pelos dois
Uh, só que eu não sou salvador isso é certo
Então espero p'ra pensar depois
Mas depois é tarde (prevenção, acidente, proteção, capacete)
(prevenção, acidente, proteção, capacete)
Mas depois é tarde (prevenção, acidente, proteção, capacete)
(prevenção, acidente, proteção, capacete)
Se eu ao menos  tivesse dado ouvido aos chatos
E cumprido os repetidos avisos da minha mãe
(Miguel, usa o capacete!
Está bem! Só que não)
Esta hora teria menos cicatrizes e dentes partidos
Mas parece que ignorar perigos fica bem
E olha mesmo por falar nisso, pá tipo
Porque é que estou nesta afterparty, party
Já ninguém se está a divertir aqui a esta hora
E eu devia ter pensado nisso rápido
Antes de me ter esticado e cheirado o risco
Mas do que é que vale estar a pensar nisso agora?

Puto agora é tarde (prevenção, acidente, proteção, capacete, Prevenção, acidente, proteção, capacete)
Meu puto agora é tarde (prevenção, acidente, proteção, capacete, Prevenção, acidente, proteção, capacete)

Ok, 'tá aqui bué leite derramado
E não vale a pena chorar
Ele só fica mais salgado e
Isso não bate quando tu estás no berço
E auto-preservação não é a tua área de interesse
Mas passando à frente, faz-te adolescente e consequente
Faça sol, chuva ou céu cinzento
Foca o capacete, YOLO bitch
Tipo prevenir-se
Qual é a piada disso?
Passar a vida a preocupar-se não é nada fixe
Mantém-te em pé e mantém a fé para dar o salto
Ela só pára quando bates com a cara no asfalto
E aí que vês que viver é como foder sem camisas
Só está a bater como mosquitos no pára-brisas
E eu não estou a dizer que tens ou que precisas
Só estou a dizer que se calhar devias pensar nisso
Antes que seja tarde

(Prevenção, acidente, proteção, capacete, prevenção, acidente, Proteção, capacete
Prevenção, acidente, proteção, capacete, prevenção, acidente)

Pois é meninos
A moral da história é:
Quem anda, eventualmente cai
Por isso, não se preocupem muito
Mas se forem andar de bike
Usem capacete
Um conselho do vosso amigo Nite
It's alright, it's alright, uhh
Até à próxima meninos
Portem-se bem
Xauuu
1 2 3",2018-12-07,https://genius.com/Mike-el-nite-capacete-lyrics
15,Mike El Nite,Type R,---,,2020-02-27,https://genius.com/Mike-el-nite-type-r-lyrics
16,Mike El Nite,F.E.N.A.,Rusga para Concerto em G Menor,,,https://genius.com/Mike-el-nite-fena-lyrics
17,Mike El Nite,L.Y.B.Y,Inter-Missão,"Yeah
Mais um ano a dizer que para o ano é que é
Whatever man
Fuck it
Osémio Boémio
Um gajo tem que ser genérico p'ros genéricos
Ay, ay, brr
Icy on the beat

Young Nite, Young Nite
17, 29
Best years of my life
Mas agora o pano cai
Young Nite, Young Nite
Last year being young
Se cada masso tem 20 nites
Chama-me Nite 21
Young Nite, Young Nite
17, 29
Best years of my life
Mas agora o pano cai
Young Nite, Young Nite
Last year being young
Se cada masso tem 20 nites
Chama-me Nite 21

Fora da caixa man
Guarda o isqueiro que eu já venho aceso
Skrrt no meu barco a remo
Tu estás num cruzeiro a fazer peso
Transatlântico, transcendente
Transformista em trânsito transparente
Transformer transgênero transporter transforma-se à tangente
Translate p'ra básico
Sem sementes és transgénico
Vosso minuto é rápido
Sempre o mesmo genérico
Acabou o rolo e os créditos
Ficha técnica dura um segundo
Cem metros de sprints estéricos, espera pelo corredor de fundo
Rosa Mota com a maratona, maratona com o corredor
Young Renato com a soundtrack
Old Ronaldo com as bolas de ouro
Chuta, chuta, finta, finta
Michelangelo com a tinta
Michael Angelo com a pizza
Tartaruga Ninja Splinter
Miguel Ângelo com os Delfins
Miguel Ângelo com a iva
Novos inícios são velhos fins
Samuel massas com os trinta
É muito fácil ser trapstar
Quando é a tua mãe a cozinhar
Quando é o tio a patrocinar
Bué pasteis estou na pasta a ruminar
Essa tua track é um hit
Porque o teu producer é lit
Não  porque é que depois de tanto flexing é que se é tendinite?
Essa merda é infection
Esta merda é inception
Um sonho, no sonho, no sonho cá dentro é só mess mas cá fora é relax mano
É tudo à grande tipo um texano
Isto é o meu ""Days before Rodeo""
Drugs, you should try it 
Adiciona um N ao meu OVO
Todo o game tipo damn son
Wet's fine this master mind
This chef the life, shit never die
Estilo mais fixe young Nite, bitch
Young Nite bitch, young Nite bitch
Young Nite bitch, ay

Young Nite, Young Nite
17, 29
Best years of my life
Mas agora o pano cai
Young Nite, Young Nite
Last year being young
Se cada masso tem 20 nites
Chama-me Nite 21
Young Nite, Young Nite
17, 29
Best years of my life
Mas agora o pano cai
Young Nite, Young Nite
Last year being young
Se cada masso tem 20 nites
Chama-me Nite 21

Com o benji na back posso fintar
Think Music",2018-12-07,https://genius.com/Mike-el-nite-lyby-lyrics
18,Mike El Nite,Malucos do Riso,O Justiceiro,"Há malucos p'ra tudo!
Até p'ra rir neste mundo
Ah ah ah ah! Ri-te macambúzio!
O riso é bom p'ra si use-o
Porque é que não nos damos ao dúbio
E encontramo-nos todos dentro do búzio
Onde a verdade parece reverberante
Epic!
(isto é importante, isto é o nome duma carta magic)
Mas a ilusão de mar não dá pa mergulhar
És fish enquanto o mergulho do orgulho te fizer nadar
Depois és lixo a boiar
Então boia
Ou flutua
E destrói a
Paisagem
A sequóia
A tua rua
Os detroia
A vadiagem
Não faz isso be bela
A tua vida é be bela
So que tu és granda nelson
Ttip ""eu é que mando nela""
O apartheid
Tá mais alive
Que os pais da maddie
O madlib
E o kai kai kai
Kay kay kay?
Ai ai ai
Hey hey hey
E esta hein?
Contesta sem bombas depois vai a bomba e atesta bem
Cabecinha pensadora
Comédia fácil faz rir o teu cu médio
Mas fuck rir na selva rugir é o melhor re-médio
Vê o cego e segue-o em em direcção ao abismo alheio
E já que é p'ra palhaçada então operação nariz vermelho
Sou só mais um maluquinho neste hospício inóspito
Mas não 'tou sozinho, olha o Pete vira o disco e cospe isso
Toma o comprimido que isso passa, disse-me o António
Depois tive variações e discuti com o meu heterónimo

Tou-me a rir dos nervos
Rir até partir os dentes
Dizem que rir é o remédio dos dementes
Então 'bora lá rir para fingirmos estar contentes
Tipo
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah
Ah ah ah ah

Esta minha gargalhada precoce
É sinal da minha linda psicose
Este riso que é um artigo que é vendido dose a dose
Não me deixa muita vontade para me rir de qualquer coise
Então mas não achas que dar-me a arma não é um pouco perigoso?
Click clack bang bang! páu!
Morres num tique nervoso
Achas que sou um tipo engraçado eu acho que um tipo amoroso
Há palhaço até te dou um grande abraço caloroso no pescoço
Ri-te da vida pois não há maior gargalhada
Do que quando chegares a velho dizeres que ainda não viveste nada
Mandares-te da janela do hospital em espiral na pedrada
E gritares durante a queda (reforma antecipada!!)
'Tou sempre lindo na fotografia
E o excesso de drogas no meu consumo é uma forma de terapia
Quando era puto tinha de ir p'a casa para ver o Dragon Ball
Hoje em adulto vou pa casa para ver o telejornal
Já nem animação me anima
Só tequila com uma lima
E o sarcasmo desta rima faz rir o homem lá de cima
A sociedade esta cheia de pessoas tão carentes
Que para fazê-las rir não precisos palhaços tão experientes
São tantos burros a rir de piadas inteligentes
E no fim acabam todos no consultório do dr. pentes
Vitima amarrada
Seringa preparada
Traz a pomada
Liga a tomada
Vamos fazer uma torrada
Stand up Kennedy
Light at the end of the tunnel, lady D
Toda a gente que referi deve ter morrido a rir
Se não?
Deviam",2016-04-22,https://genius.com/Mike-el-nite-malucos-do-riso-lyrics
19,Mike El Nite,A Cena do Ódio 3.0,O Justiceiro,"Ahhh os profetas esses burros!
Sempre a antever calamidades de origem divina!
Mas a verdadeira catástrofe somos nós! e não há nada mais profano que a humanidade!
Eu sou o incómodo, a diferença no teu dia
O olho em terra de cegos!
E tu?
Tu só queres um alvo fácil para descarregares a tensão do teu próprio falhanço, sua cópia do teu reles Pai por teres nascido!
Copia barata?
Antes fosses tu uma cópia barata de mim, que gastavas menos oxigénio, antes perdesses menos tempo a apontar dedos e os usasses para tua satisfação, destruir os outros e não construir nada, essa é a ambição do arquitecto do vazio, do procurador do erro, do feliz pela tristeza, do que não vota porque não acredita, acreditando que a inércia é melhor que a escolha!
É escumalha dessa sem ambição que arrasta o mundo para os confins da dignidade, e que leva consigo quem tem que subir e carregar estes imbecis às costas, numa demanda virtualmente impossível e realmente impossibilitada pelos virtuosos virtuais que vivem em realidade aumentada!
Vê o teu ecrã!
Vê-me no teu ecrã!
Queres ver-te no meu ecrã?
Vê que de tanto ecrã veres e comeres não há nada na tua cabeça 3.0 a não ser estática!
Estática e ruído, ruído que entope ainda mais este mundo sobrecarregado de informação que te informa que és desinformado e que te enforma na ultima moda, e que me enforma na ultima moda!
Mas ao menos fiz!
Ao menos criei!
Ao menos disse alguma coisa que tu e os teus amigos mentecaptos nem conseguem enxergar para além da vossa concepção do que é isto ou aquilo ou acoloutro porque tudo tem que ser alguma coisa não é? é assim que te dizem que tem que ser e tu nem questionas seu cepo!
Eu odeio odiadores e odeio-me por já ter odiado e agora só odeio quem me odeia mas adoro que o teu ódio seja a minha relevância na tua vida, nem que seja por aquele segundo em que finalmente alguém te põe no teu lugar, lembrando-te que a tua liberdade de expressão é inútil se expressares expressamente merda!
É essa a tua preocupação?
Sou eu que movo as tuas mãos entorpecidas para que te manifestes?
Manifesta-te mas é para algo que conte!
Para algo que valha a pena!
Eu não valho a tua manifestação!
Tudo está como há cem anos no país e no mundo ou pior! 2015 acabou e onde está o futuro???
Para que serviram os futuristas se nem Hollywood acertou?
E às tantas apercebes-te que ainda andam por aí tantos Dantas e que Almadas são Negreiros e que todos os dias comemos medo e ódio e muitos de vós nem sabem o que é A Cena do Ódio mesmo que não façam mais nada na vida se não odiar!
Mas na direcção errada!
Eu odeio-vos por andarem distraídos e por isso serem parte da distracção!!!
Chamas a alguém biter?
BITER!
Olha bem para a ironia!!!
Acusar de cópia com apropriação de estrangeirismos, ou a merda que quiseres chamar ao português que falas!
Viva o teu ginásio!
Infla-te e esquece a inflação!
Põe-te em forma para te encheres de atenção!
Que eles engordam a encherem-se de ti!
Viva o que penhoraste para ter mais uma, vá lá só mais uma noite a imitar quem querias ser!
VIVA!
Conseguiste!
Nigga we made it!
Viva o teu cap da Obey, viva a mensagem que carregas, viva o teu bícep e o teu trícep, seu Triceratops, 'tás top mano e nem te apercebes o quão próximo estás da tua própria extinção!
Mas TTIP
Tu só queres um alvo fácil para descarregares a tensão do teu próprio falhanço, sua cópia do teu reles Pai por teres nascido!",2016-04-22,https://genius.com/Mike-el-nite-a-cena-do-odio-30-lyrics
20,Mike El Nite,Monkey,O Justiceiro,,2016-04-22,https://genius.com/Mike-el-nite-monkey-lyrics
21,Mike El Nite,S.Q.N,Inter-Missão,"Ay, ay
Hey Lewis
Ay, ay, ay

Quando a vida te der roast
Em vez de lhe dares ghost
Abre a porta porque és host
Ela vai dizer-te nope
E tu vais dizer-lhe
Só que não, só que não, só que não
Quando a vida te der roast
Em vez de lhe dares ghost
Abre a porta porque és host
Ela vai dizer-te nope
E tu vais dizer-lhe
Só que não, só que não, só que não
Quando a vida te der roast
Em vez de lhe dares ghost
Abre a porta porque és host
E mostra-lhe que és o G.O.A.T
Boy manda-lhe aquele S.Q.N
P'ra o teu ass ter N maneiras de conseguir lidar com less ten grand

Às vezes é tipo damn
És a happy end
É tudo na desportiva tipo ESPN
Por isso treina a dor e sê o teu life coach
E o teu PT sempre com hands on approach
O teu CV destaca a tua pose shit
Mantêm as tuas rezas tights tipo padre de cross fit man
Dentes do riso e dentes do sizo
Eu equilibro e livre, griso, meu
Sofrer mais do que é preciso bro
Eu estou-me a cagar p'ra isso wow

Quando a vida te der roast
Em vez de lhe dares ghost
Abre a porta porque és host
Ela vai dizer-te nope
E tu vais dizer-lhe
Só que não, só que não, só que não
Quando a vida te der roast
Em vez de lhe dares ghost
Abre a porta porque és host
E mostra-lhe que és o G.O.A.T
Boy manda-lhe aquele S.Q.N
P'ra o teu ass ter N maneiras de conseguir lidar com less ten grand
Só que não, só que não, só que não
Okay, switch it up okay okay okay, ay

Um mic, dois decks
Vida boa, isso é facts
'Tás à toa, não stresses
Quando o motivo esqueces
Ficas burro e aborreces, e é tipo o N.K.S
(Só que não, só que não, só que não)
É assim e acontece
É normal, 'tá tipo rest
Mas conta as tuas blessings
Sê o king que mereces
Vai p'ra o ringue e aquece
Se não puderes dizer yes, diz
(Só que não, só que não, só que não)
Tanta noite como o espírito marginal
Andava assim ao Deus dará
Depois tive uma epifania matinal
Tipo se eu não gostar de mim, quem gostará?

Yeah bro, isto não é aquela weak ass motivational shit
Trust me, se 'tiveres no buraco, pára só de cavar man
Olha p'ra cima e climb this shit, yeah, yeah
Stay hydrated, ahahah",2018-12-07,https://genius.com/Mike-el-nite-sqn-lyrics
