,term,description,level,synonym,scale
4449,partir o coco a rir,"rir intensamente, de modo sincero, sem conseguir parar de rir",none," ser de partir a moca; rir como um perdido; ser de morrer a rir; ser de rir às gargalhadas;
          escangalhar-se a rir; rir a bandeiras despregadas",0
4450,partir pedra,trabalho penoso perliminar de preparação (que no final não se vê) ,none, trabalho de sapa,0
4451,partiu-se a roda do leme!,"diz-se quando se constata que alguém não actua como é seu costume, quando se mostra outra pessoa
        ",none,none,0
4452,parvalhão,é um:,none, artolas; totó; estroso,0
4453,parvoeira,"&bullet; dizer ou fazer disparates, coisas erradas",none, palermice; parvoíce; asneira; bacorada; patetice,0
4454,parvoíce,"&bullet; dizer ou fazer disparates, coisas erradas",none, palermice; parvoeira; asneira; bacorada; patetice,0
4455,parvóide,muito idiota,none, parvo chapado; idiota chapado,0
4456,parvo chapado,muito idiota,none, idiota chapado; parvóide,0
4457,parvónia,termo normalmente depreciativo que designa ambientes rurais ou pelo menos diferentes de Lisboa,none, província; campo,0
4458,pascácio,"sem maneiras, mal vestido, sem educação, pateta",none, labrego; simplório; pancrácio; parolo; ter falta de chá,0
4459,paspalhão,é um:,none, paspalho; preguiçoso; andorinha,0
4460,paspalho,é um:,none, paspalhão; preguiçoso; andorinha,0
4461,passador,indivíduo que vende droga em pequenas quantidades,none,none,0
4462,passageiro clandestino,"aquele que se faz abusivamente convidado em festas ou comemorações. Aquele que entra sem convite
        ",none, penetra; intruso,0
4463,passaporte para o outro mundo,,none,none,0
4464,passar a batata quente,,none,none,0
4465,passar a casa a pano,"acto sexual oro-genital, lamber a vagina", calão carroceiro, trombada; minete; cunilingus; lamber-te; felácio; broche feminino,3
4466,passar adiante,,none,none,0
4467,passar a ferro,"engomar, brunir a roupa",none,none,0
4468,passar à história,"terminou, já não tem relevância",none,none,0
4469,passar a vale de lençóis,ir para a cama dormir,none, chonar; dormir; ressonar; ferrar o galho; ferrar no sono; ir amassar a palha,0
4470,passar a limpo,,none,none,0
4471,passar a noite em branco,não dormir nada,none, passar a noite em claro; fazer uma direta,0
4472,passar a noite em claro,não dormir nada,none, passar a noite em branco; fazer uma direta,0
4473,passar a pente fino,procurar ou analisar cuidadosamente algo,none,none,0
4474,passar a perna a alguém,enganar alguém,none, vigarizar; levar à certa; endrominar; intrujar; crocodilar,0
4475,passar as passas do Algarve,passar grandes dificuldades,none,none,0
4476,passar à tangente,passar com o nota mínima,none,none,0
4477,passar carros e carretas,,none,none,0
4478,passar a vias de facto,"&bullet; espancar, lutar",none," andar à batatada; andar à traulitada; andar à pancada; andar à porrada; andar à porra e à maça;
          andar à lapada; arraial de pancadaria; arraial de porrada; roleta; pancada de criar bicho; porrada
          velha",0
4479,passar da conta,exceder o aceitável,none, passar os limites; passar das marcas,0
4480,passar das marcas,exceder o aceitável,none, passar os limites; passar da conta,0
4481,passar de bestial a besta,"diz-se de alguém que deixou de ser bem visto para de repente passar a ser mal visto, descriminado,
          ostracizado",none,none,0
4482,passar de esfogueteão,"passar (p. ex. por amigos) sem parar ou, pelo menos, sem fazer paragem demorada",none,none,0
4483,passar de mão em mão,,none,none,0
4484,passar de moda,,none,none,0
4485,passar despercebido,,none, passar em claro,0
4486,passar em claro,,none, passar despercebido,0
4487,passarinha,órgão sexual feminino, calão," cona; pipi; pito; pitaço; pirona; rata; vagina; ninho; parreco; pombinha; racha; febra;
          entrefolhos; mexilhão; ostra; greta; pachacha; patareca; perseguida; boceta; conaça; crica; aranha;
          fanesga; boca do corpo; xana; snaita",2
4488,passar desta para melhor,"morreu, faleceu",none," bater a bota; bater o cachimbo; bater a caçoleta; bater o cacau; esticar o pernil; ir para a terra
          da verdade; ir para o céu; ir para o beleléu; ir para o jardim das tabuletas; ir para a quinta dos
          pés juntos; ir para os anjinhos; ir às malvas; quinar; dar o peido mestre; dormir o sono eterno;
          descanso eterno; dar o último suspiro; dar o couro às vacas; abotoar o paletó; entregar a alma a
          Deus; fazer viagem sem chapéu; finar-se; anafragar; estertorar; marchar; virar presunto; partir
          deste mundo",0
4489,passar muita água sobre as pontes,,none,none,0
4490,passar os limites,exceder o aceitável,none, passar da conta; passar das marcas,0
4491,passar pelas brasas,,none," dormitar; pesar figos; descansar, dormir",0
4492,passar pelo sono,,none,none,0
4493,por baixo da mesa,"de forma pouco canónica, suborno, clandestinamente, por cunha",none, pela porta do cavalo,0
4494,passar rente,,none,none,0
4495,passar resvés,,none,none,0
4496,passar revista às tropas,,none,none,0
4497,passar-se,ficar maluco momentaneamente, calão, flipar; marar; perder a cabeça; pirar de vez; estar a dar tilt,2
4498,passar-se dos carretos,&bullet; _ muito zangado, coloquial," ficar verde de raiva; estar pior que estragado; estar fora de si; perder as estribeiras; estar
          virado do avesso; ficar piurso; ficar uma fera; ficar furioso; ficar furibundo; ficar tresloucado;
          ficar deitar fumo pelas orelhas; saltar-lhe a tampa; mandar-se ao tecto; perder a tramontana; perder
          o norte; desnortear-se; ferver em pouca água; ferver-lhe o sangue nas veias",1
4499,passar uma esponja,,none,none,0
4500,passar uma palheta,"rasteirar, fazer o outro cair",none, passar uma rasteira; fazer um cambapé,0
4501,passar uma rasteira,"rasteirar, fazer o outro cair",none, passar uma palheta; fazer um cambapé,0
4502,passar um cheque em branco,,none,none,0
4503,passar um mau bocado,,none,none,0
4504,passar vergonhas,,none,none,0
4505,passear,"sair de casa sem ser por razões profissionais ou por obrigação;
          dar um passeio",none, arejar a pevide; laurear a pevide; cirandar; dar uma volta; dar um giro; ir tomar ar,0
4506,passos perdidos,,none,none,0
4507,pasta,dinheiro, coloquial," carcanhois; bago; taco; cacau; caroço; graveto; granfo; papel; patacão; pilim; cheta; massa; vil
          metal; grana; pastel; dinheiro; guito; guita; tutu; verdinha",1
4508,pastar a vaca,,none,none,0
4509,pastel,"pessoa muito lenta que se não mexe e sem iniciativa, pessoa falsa", coloquial, morcão; sonso; lesma; cromo; papa-açorda,1
4510,"pataca a mim, pataca a ti",,none,none,0
4511,patacão,dinheiro,none," carcanhois; bago; taco; cacau; caroço; graveto; granfo; papel; pilim; cheta; massa; vil metal;
          grana; pastel; pasta; dinheiro; guito; guita; tutu; verdinha",0
4512,patacoadas,"sem fundamento, conversa fútil, sem interesse, de veracidade duvidosa, às vezes com segundas
          intenções",none," conversa de chacha; conversa fiada; tretas; paleio; paleio vigarista; paleio de vendedor de
          escovas; balelas; baboseira; chuchadeira; parlapiê; mentira esfarrapada",0
4513,patareca,órgão sexual feminino, calão," cona; pipi; pito; pitaço; pirona; rata; vagina; ninho; parreco; pombinha; racha; febra;
          entrefolhos; mexilhão; ostra; greta; pachacha; passarinha; perseguida; boceta; conaça; crica;
          aranha; fanesga; boca do corpo; xana; snaita",2
4514,pateta alegre,patt:,none, simplório,0
4515,patetice,"&bullet; dizer ou fazer disparates, coisas erradas",none, palermice; parvoíce; parvoeira; asneira; bacorada,0
4516,patife,é um:,none," canalha; calhordas; bandalho; pulha; escroque; sacana; sacripanta; sacrista; biltre; velhaco; futre
        ",0
4517,patranha,"mentira, partida, brincadeira", coloquial, grupo; treta; peta; reinação; bai no Batalha,1
4518,patrão fora dia santo na loja,é um:,none, andar tudo numa grande barbuda,0
4519,patrocínio da CP,patrocínio dos pais,none, paitrocínio,0
4520,patuscada,"festa, normalmente envolvendo beber uns copos",none," borga; paródia; pândega; trolaró; pagode; tainada; comezaina; festarola; andar na boa-vai-ela;
          cópios; naite",0
4521,pau,"órgão sexual masculino, pénis, pênis", calão,,2
4522,pau das tripas,arco do violino,none,none,0
4523,pau de vassoura,,none,none,0
4524,pau para toda a obra,diz-se de alguém que faz de tudo,none, ser pau para toda a colher,0
4525,paz podre,,none,none,0
4526,pdi,é um:, calão,none,2
4527,pé ante pé,"vir sem barulho, silenciosamente, disfarçadamente",none, com pés de ladrão; vir com pezinhos de lã; sorrateiramente; à socapa,0
4528,pechenga,é um:, calão carroceiro," puta; mulher da má vida; mulher da vida; mulher devassa; mulher promíscua; coirão; mulher de mau
          porte; mulher de meia porta; prostituta; putéfia; prostiputa; barregã; cuarra; meretriz; vaca; vaca
          descomunal; vacão; quenga; piriguete; reputenga; vadia; oferecida; bicha de angola; galdéria;
          rameira",3
4529,pechincha,"quase gratuitamente, preço muito baixo, económico, barato", coloquial," ao desbarato; a preço irrisório; ao preço da chuva; pelo preço da uva mijona; por tuta-e-meia;
          cinco reis de mel coado",1
4530,pechinchar,&bullet; ir aos saldos procurar pechinchas,none, pexinxar,0
4531,pede para cagar e sai!,é um:,none,none,0
4532,pedinchar,"&bullet; sem dinheiro, a mendigar",none," andar ó tio ó tio; sem cheta; não ter com que comprar os melões; uma mão atrás e outra à frente;
          andar nas lonas; estar à dependura; sem um tusto; estar na merda; estar liso; estar teso; teso como
          um carapau; andar a pedir esmola; andar à moina; voar baixinho",0
4533,pedir a mão,pedir para casar com alguém,none,none,0
4534,pedir a palavra,,none,none,0
4535,pedir boleia,,none,none,0
4536,pedir contas,,none,none,0
4537,pedir de boca,,none,none,0
4538,pedir licença a um pé para mexer o outro,ser preguiçoso,none,none,0
4539,pedir muito,,none,none,0
4540,pedir para as almas,,none,none,0
4541,pedrado,diz-se de alguém que está sob a influência da droga, coloquial, drogado; estar com a moca,1
4542,pedra filosofal,,none,none,0
4543,pedra lascada,patt:,none,none,0
4544,pedras preciosas,,none,none,0
4545,pé-frio,pessoa com muito azar e que atrai o azar,none, azarento,0
4546,pegado no sono,dormir profundamente,none," dormir a sono solto; dormir como um justo; dormir como uma pedra; dormir como um porco; dormir como
          um prego; sono profundo; estar ferrado a dormir",0
4547,pegajoso,&bullet; alguma coisa que se cola a tudo, coloquial, viscoso; peganhento; gorduroso; sebento; emplastro,1
4548,peganhento,&bullet; alguma coisa que se cola a tudo, coloquial, viscoso; pegajoso; gorduroso; sebento; emplastro,1
4549,peganhiço,descreve a transmissibilidade de uma doença,none,none,0
4550,pegar de empurrão,empurrar um carro que não tem bateria para activar o motor de arranque,none,none,0
4551,pegar o bonde andando,entrar num conversa sem saber do que se trata,none,none,0
4552,pegar o touro pelos cornos,&bullet; iniciar um trabalho,none," pôr mãos à obra; vergar a mola; meter ombros ao trabalho; lançar mãos ao arado; arregaçar as
          mangas; encarar as coisas de frente",0
4553,pegar ou largar,,none,none,0
4554,peida,"referente à região das nádegas ou ânus, frequentemente usado em expressões brejeiras de apreciação
          estética", calão carroceiro, bunda; alcofa; cu; rabo; bilha; traseiro; tutu; peidola; pacote; regueifa; cagueiro; zuate,3
4555,peidar-se,saída de gazes intestinais, calão carroceiro, largar bombarda; bufar-se; traquejar,3
4556,peido,saída de gazes intestinais, calão carroceiro, flatulência; traque; bufa; farpa; pum; bombarda,3
4557,peidociclo,motociclo velho com escape irritantemente ruidoso e com mau cheiro, calão,none,2
4558,peidola,"referente à região das nádegas ou ânus, frequentemente usado em expressões brejeiras de apreciação
          estética", calão carroceiro, bunda; alcofa; cu; peida; rabo; bilha; traseiro; tutu; pacote; regueifa; cagueiro; zuate,3
4559,peito,,none, tórax,0
4560,peitos,"seios de mulher, busto",none, mamas; tetas; marmelos; holofotes; faróis; pára-choques; seios; prateleiras; marufas,0
4561,peixe graúdo,"pessoas importantes, cabecilhas",none, ser pesca grossa,0
4562,peixeirada,"&bullet; Barulho, barulheira",none," chavascal; basqueiral; basqueiro; chiqueiro; engranzel; cagaçal; bagunceira; bagunça; algazarra;
          chinfrim; chinfrineira; banzé; papagaiada; granel; balbúrdia; gritaria; quizumba; sem trelho nem
          trebelho",0
4563,peixe miúdo,"pessoas de baixo posição na hierarquia, pessoas pouco importantes",none,none,0
4564,pela calada,"em segredo, de modo escondido",none, na calada da noite; cozido com as paredes,0
4565,pelacho,"sem roupa, despido",none," nu; em pêlo; em pelote; nuzinho da Silva; como veio ao mundo; estar como Deus o deitou ao mundo;
          estar em couro",0
4566,pela hora da morte,"&bullet; estar deprimido, estar num mau período",none," andar aos caídos; nas ruas da amargura; estar na mó de baixo; estar em baixo; estar numa pior;
          estar na pior",0
4567,pela minha saúde,patt:,none,none,0
4568,pela parte que me toca,&bullet; em minha opinião,none, da minha banda; a meu ver,0
4569,pelar-se de medo,&bullet; ser medroso,none, perder a cor; tem medo que se péla; morrer de medo; amarelar; borrar-se de medo,0
4570,pele-de-galinha,"ficar arrepiado por frio, medo ou emoção forte (irritação, amor, outras) ",none, ficar com pele de galinha,0
4571,pele e osso,muito magro,none,none,0
4572,pelintra,&bullet; pessoa muito agarrada ao dinheiro,none," avarento; unhas de fome; sovina; forreta; futre; somítico; agarrado; pão duro; pirangueiro; mão de
          vaca; murrinha",0
4573,pelo andar da carruagem,,none,none,0
4574,pelo beiço,,none,none,0
4575,pelo menos não está a chover,expressão depressiva pseudo-optimista que no fundo não diz nada,none," podia ser pior; como estás? nunca pior; convém é acordar vivo. Acordas morto estás fodido; para
          pior não pode ir",0
4576,pelo amor de Deus!,patt:,none,none,0
4577,pelo preço da uva mijona,"quase gratuitamente, preço muito baixo, económico, barato",none," ao desbarato; a preço irrisório; ao preço da chuva; pechincha; por tuta-e-meia; cinco reis de mel
          coado",0
4578,pelo próprio punho,,none,none,0
4579,pelo que me toca,,none,none,0
4580,pelos bonitos olhos,,none,none,0
4581,"pelo sim, pelo não",por causa das dúvidas,none,none,0
4582,pelos vistos,locução adverbial,none, segundo consta; ao que consta; ao que parece; ao que tudo indica,0
4583,pena capital,,none,none,0
4584,pena de morte,,none,none,0
4585,penca,é um:, coloquial, tronchuda,1
4586,pendurar as chuteiras,"desistir, abandonar, terminar uma carreira, reformar-se",none, arrumar as botas,0
4587,pendureza,"pequeno adorno pessoal ou de lar que se usa pendente de algo ; normalmente
          associado a ideia de mau gosto ou má combinação estética",none, penduricalho,0
4588,penduricalho,é um:,none, pendureza,0
4589,penetra,"aquele que se faz abusivamente convidado em festas ou comemorações. Aquele que entra sem convite
        ", calão, intruso; passageiro clandestino,2
4590,penico,capacete de moto,none, caspacete,0
4591,penitência,é um:,none,none,0
4592,pensar com os seus botões,,none,none,0
4593,pensar com os pés debaixo da mesa,"ponderar, pensar num assunto com calma, normalmente durante a noite",none, dormir sobre o assunto; dormir sobre o caso; consultar o travesseiro,0
4594,pensar na morte da bezerra,"estar alheio, distraído",none,none,0
4595,pensar que o mundo se acaba,,none,none,0
4596,pentelho,pêlos púbicos, calão muito carroceiro, pintelho; arbusto,4
4597,pequenos nadas,,none,none,0
4598,pêra,queixo,none, barbela,0
4599,peralvilho,"pessoa que se tenta vestir-se de modo exageradamente elgante, mas que descamba em ridículo e
          inapropriado", arcaico, betinho; almofadinha; janota,0
4600,per capita,por pessoa,none, por cabeça,0
4601,perdas e danos,,none,none,0
4602,perder a cabeça,ficar maluco momentaneamente,none, flipar; marar; passar-se; pirar de vez; estar a dar tilt,0
4603,perder a cor,&bullet; ser medroso,none, pelar-se de medo; tem medo que se péla; morrer de medo; amarelar; borrar-se de medo,0
4604,perder aos pontos,,none,none,0
4605,perder a paciência,"estar completamente farto, estar com a paciência esgotada",none," estar pelos cabelos; estar farto de; já não aguento mais!; farto até às orelhas; é de fazer perder
          a paciência a um santo; não há pachorra!",0
4606,perder a parada,,none,none,0
4607,perder as estribeiras,&bullet; _ muito zangado,none," ficar verde de raiva; estar pior que estragado; estar fora de si; passar-se dos carretos; estar
          virado do avesso; ficar piurso; ficar uma fera; ficar furioso; ficar furibundo; ficar tresloucado;
          ficar deitar fumo pelas orelhas; saltar-lhe a tampa; mandar-se ao tecto; perder a tramontana; perder
          o norte; desnortear-se; ferver em pouca água; ferver-lhe o sangue nas veias",0
4608,perder a tramontana,&bullet; _ muito zangado,none," ficar verde de raiva; estar pior que estragado; estar fora de si; perder as estribeiras; passar-se
          dos carretos; estar virado do avesso; ficar piurso; ficar uma fera; ficar furioso; ficar furibundo;
          ficar tresloucado; ficar deitar fumo pelas orelhas; saltar-lhe a tampa; mandar-se ao tecto; perder o
          norte; desnortear-se; ferver em pouca água; ferver-lhe o sangue nas veias",0
4609,perder o fio à meada,desconcentrar-se e perder o fio do raciocínio,none,none,0
4610,perder o meu latim,"sem resultado, inutilmente",none, perder o meu tempo,0
4611,perder o meu tempo,"sem resultado, inutilmente",none, perder o meu latim,0
4612,perder o norte,&bullet; _ muito zangado,none," ficar verde de raiva; estar pior que estragado; estar fora de si; perder as estribeiras; passar-se
          dos carretos; estar virado do avesso; ficar piurso; ficar uma fera; ficar furioso; ficar furibundo;
          ficar tresloucado; ficar deitar fumo pelas orelhas; saltar-lhe a tampa; mandar-se ao tecto; perder a
          tramontana; desnortear-se; ferver em pouca água; ferver-lhe o sangue nas veias",0
4613,perder o pé,,none,none,0
4614,perder o pio,&bullet; calar-se derrotadamente,none," meter a viola no saco; meter a língua no saco; meter o rabo entre as pernas; embatucar; ficar sem
          fala",0
4615,perder o sono,,none,none,0
4616,perder o uso da razão,,none,none,0
4617,perder-se na noite dos tempos,,none,none,0
4618,perder-se por saias,,none,none,0
4619,perder terreno,,none,none,0
4620,perder um tempo louco,perder muito tempo,none,none,0
4621,perdulário,pessoa que gasta tudo o que tem e que não tem de modo boémio, erudito, estroina; doidivanas; desmiolado; estouvado; esbanjador,0
4622,pergunta de algibeira,pergunta feita com intuito de embaraçar ou confundir,none,none,0
4623,perguntar ao tio Google,é um:,none, surfar a web; googlar,0
4624,perisca,pontas de cigarro,none, beata,0
4625,permissividade indevida,Facilitação sem critério ou medida,none, perna aberta,0
4626,perna aberta,Facilitação sem critério ou medida,none, permissividade indevida,0
4627,perna ao léu,patt:,none,none,0
4628,perna de pau,patt:,none,none,0
4629,pernas de arame,Pessoa com pernas excessivamente magras,none, pernas de canivete,0
4630,pernas de canivete,Pessoa com pernas excessivamente magras,none, pernas de arame,0
4631,pêro,é um:,none,none,0
4632,perobo,&bullet; homossexual masculino passivo,none," arrombado; paneleiro; larilas; lelé; bicha; baitola; abichanado; lingrinhas; maricas; miasco; rabo;
          rabeta; rebola; rabolho; panasca; panisga; panilas; panão; panuco; picolho; viado; boiola; frozô;
          roto; abafa-palhinha; gay; bamby; xibungo",0
4633,perseguição,"crítica constante, remoque",none, picuinha; pirraça; má vontade; implicância,0
4634,perseguida,órgão sexual feminino, coloquial," cona; pipi; pito; pitaço; pirona; rata; vagina; ninho; parreco; pombinha; racha; febra;
          entrefolhos; mexilhão; ostra; greta; pachacha; patareca; passarinha; boceta; conaça; crica; aranha;
          fanesga; boca do corpo; xana; snaita",1
4635,pertencer ao passado,"caso ou situação, por vezes melindrosa, que já acabou e à qual não queremos voltar",none, estar morto e enterrado,0
4636,pertencer à ordem de S. Cornélio,é um:, calão, cornudo; corno; pôr os cornos,2
4637,pesado como chumbo,muito pesado,none,none,0
4638,pesar as palavras,falar cautelosamente,none, medir as palavras,0
4639,pesar figos,,none," dormitar; passar pelas brasas; descansar, dormir",0
4640,pesar na consciência,&bullet; ação que a consciência reprova,none, ter um peso na consciência; roer na consciência,0
4641,pesar os prós e os contras,,none,none,0
4642,pescadinha de rabo na boca,patt:,none,none,0
4643,peso bruto,,none,none,0
4644,peso líquido,,none,none,0
4645,peso morto,,none,none,0
4646,peso pesado,patt:,none,none,0
4647,pessegada,confusão,none, barafunda; forrobodó,0
4648,pessoa de bem,confiável,none, pessoa de crédito,0
4649,pessoa de crédito,confiável,none, pessoa de bem,0
4650,pessoa de idade,idoso,none, cota; velhadas,0
4651,pessoal,grupo coeso de pessoas,none, galera; grupo; turma; malta; gente,0
4652,peta,"mentira, partida, brincadeira",none, grupo; treta; patranha; reinação; bai no Batalha,0
4653,pexinxa,coisa vendida ao desbarato,none, pechincha,0
4654,pexinxar,&bullet; ir aos saldos procurar pechinchas,none, pechinchar,0
4655,pi,adivinha:,none,none,0
4656,piano,adivinha:,none,none,0
4657,piça,"órgão sexual masculino, pénis, pênis", calão carroceiro,,3
4658,piçada,"repreensão, reprimenda forte", calão carroceiro," ouvir um raspanete; levar um raspanço; ouvir um ralhete; levar uma descompustura; levar uma
          desanda; pregar um sermão",3
4659,piçalho,"órgão sexual masculino, pénis, pênis", calão carroceiro,,3
4660,picar a mula,"fugir, afastar-se (de alguém ou de situação problemáticas) ",none," dar ares de Vila Diogo; dar à sola; dar de frosques; dar de trancas; cavar; pirar-se; fugir; vazar;
          pôr-se no piro; pôr-se na alheta; pôr-se nas andadeiras; pôr-se ao fresco; pôr-se a mexer; pôr-se a
          bulir; pôr-se a milhas; pôr-se a andar; cair fora; mandar-se; mostrar as ferraduras; ralar peito;
          escafeder-se; acunhar; pisar fundo",0
4661,picardia,"patifaria, acção vil",none, calhordice; sacanice; pulhice; velhacaria; fazer uma desfeita,0
4662,picareta,é um:,none, picaretagem; habilidoso,0
4663,picaretagem,é um:,none, picareta; habilidoso,0
4664,picha,"órgão sexual masculino, pénis, pênis", calão carroceiro,,3
4665,pichota,"órgão sexual masculino, pénis, pênis", calão,,2
4666,piço,sorte, calão carroceiro, mijo; paio; reco; chouriço,3
4667,picolho,&bullet; homossexual masculino passivo, calão," arrombado; paneleiro; larilas; lelé; bicha; baitola; abichanado; lingrinhas; maricas; miasco; rabo;
          rabeta; rebola; rabolho; panasca; panisga; panilas; panão; panuco; viado; perobo; boiola; frozô;
          roto; abafa-palhinha; gay; bamby; xibungo",2
4668,piçudo,pessoa com muita sorte, calão, sortudo; mijão,2
4669,picuinha,"crítica constante, remoque", coloquial, pirraça; má vontade; perseguição; implicância,1
4670,piela,"ficar bêbado, beber de mais",none," bebedeira; carraspana; ramada; puta; narsa; encher a cara; entornar o barril; entornar o caneco; ir
          a trocar o passo; lamber o garrafão; buba; tosga; derrubar a adega; estar com um grão na asa; estar
          com dois dedos de gramática; tomar um porre; encharcado",0
4671,pifar,"furtar, roubar", coloquial," bifar; gamar; afanar; gardanho; rapinar; surripiar; fanar; roubar; palmar; empalmar; fazer mão leve
          a",1
4672,pila,"órgão sexual masculino, pénis, pênis", coloquial,,1
4673,pilar,ter relações sexuais,none,,0
4674,pildra,cadeia, coloquial, choça; xilindró; prisão; prisa; calabouço; masmorras; cárcere; xadrez,1
4675,pilha de nervos,,none,none,0
4676,pilhar,"sortear usando uma lenga lenga tipo ""pim pam pum, cada bola mata um,
          prá galinha e pró peru, quem está livre és mesmo tu""", infantil, pimpar; fazer pim pam pum,0
4677,pilim,dinheiro,none," carcanhois; bago; taco; cacau; caroço; graveto; granfo; papel; patacão; cheta; massa; vil metal;
          grana; pastel; pasta; dinheiro; guito; guita; tutu; verdinha",0
4678,pílulas,pessoa que não regula bem da cabeça,none, chanfrado; biruta; xoné; maluco; pirado; doido; doido varrido; liru; tantan; maluquete,0
4679,pimba,é um:,none, azeiteiro; parolo; chunga; chulo; mitra,0
4680,pimenta no cu dos outros é refresco,ser demasiado indiferente ao sofrimento dos outros, calão carroceiro,none,3
4681,pimpar,"sortear usando uma lenga lenga tipo ""pim pam pum, cada bola mata um,
          prá galinha e pró peru, quem está livre és mesmo tu""", infantil, pilhar; fazer pim pam pum,0
4682,pinar,ter relações sexuais, coloquial,,1
4683,pincel,"órgão sexual masculino, pénis, pênis", calão,,2
4684,pindérico,é um:,none,none,0
4685,pinga-amor,"namorado lamechas, demasiado amorosa",none,none,0
4686,pingalim,parte dos órgãos sexuais femininos, calão muito carroceiro, grelo; clitóris,4
4687,pinguelo,"órgão sexual masculino, pénis, pênis",none,,0
4688,pinheiral,é um:,none,none,0
4689,pinocada,copular, calão," foda; queca; coito; tricofáix; dar uma rapidinha; dar uma trancada; dar uma caimbrada; berlaitada;
          cambalhota",2
4690,pinocar,ter relações sexuais, calão,,2
4691,pinpin,"de dimensões muito reduzidas, atenta a função ou a necessidade de uso",none, quiriquiqui,0
4692,pintar a macaca,&bullet; endiabrado, coloquial," levado da breca; levado da casqueira; pintar o caneco; pintar o Diabo a quatro; pintar a manta;
          pintar o sete",1
4693,pintar a manta,&bullet; endiabrado, coloquial," levado da breca; levado da casqueira; pintar o caneco; pintar a macaca; pintar o Diabo a quatro;
          pintar o sete",1
4694,pintar a sanita,diarreia, coloquial, estar com a caganeira; desarranjo dos intestinos; furrica; furriqueira; desventria,1
4695,pintar de cor-de-rosa,apresentar a situação de modo mais positivo do que na realidade é,none,none,0
4696,pintar o Diabo a quatro,&bullet; endiabrado, coloquial," levado da breca; levado da casqueira; pintar o caneco; pintar a macaca; pintar a manta; pintar o
          sete",1
4697,pintar o caneco,&bullet; endiabrado, coloquial," levado da breca; levado da casqueira; pintar a macaca; pintar o Diabo a quatro; pintar a manta;
          pintar o sete",1
4698,pintar o sete,&bullet; endiabrado, coloquial," levado da breca; levado da casqueira; pintar o caneco; pintar a macaca; pintar o Diabo a quatro;
          pintar a manta",1
4699,pintelheira,conjunto dos pintelhos,none,none,0
4700,pintelho,pêlos púbicos, calão muito carroceiro, pentelho; arbusto,4
4701,pinto,"órgão sexual masculino, pénis, pênis", coloquial,,1
4702,pinto calçudo,diz-se de alguém deselegante e desajeito, coloquial,none,1
4703,piolhento,"aquele ou aquilo que exala mau cheiro ou causa náusea (por razões físicas, psicológicas ou
          comportamentais) ,",none," fedorento; asqueroso; abjecto; malcheiroso; fétido; nauseabundo; nojento; putrefacto; podre;
          piolhoso; tinhoso; andrajoso",0
4704,piolho,adivinha:,none,none,0
4705,piolhoso,"aquele ou aquilo que exala mau cheiro ou causa náusea (por razões físicas, psicológicas ou
          comportamentais) ,",none," fedorento; asqueroso; abjecto; malcheiroso; fétido; nauseabundo; nojento; putrefacto; podre;
          piolhento; tinhoso; andrajoso",0
4706,piopardo,é um:,none,none,0
4707,pipa de massa,&bullet; quantia muito elevada,none, balúrdio; fortuna; quantia obscena,0
4708,pipi,é um:, coloquial," cona; pito; pitaço; pirona; rata; vagina; ninho; parreco; pombinha; racha; febra; entrefolhos;
          mexilhão; ostra; greta; pachacha; patareca; passarinha; perseguida; boceta; conaça; crica; aranha;
          fanesga; boca do corpo; xana; snaita",1
4709,pirado,pessoa que não regula bem da cabeça,none, chanfrado; biruta; xoné; maluco; doido; pílulas; doido varrido; liru; tantan; maluquete,0
4710,pirangueiro,&bullet; pessoa muito agarrada ao dinheiro,none," avarento; unhas de fome; sovina; forreta; futre; somítico; pelintra; agarrado; pão duro; mão de
          vaca; murrinha",0
4711,pirar de vez,ficar maluco momentaneamente,none, flipar; marar; passar-se; perder a cabeça; estar a dar tilt,0
4712,pirar-se,"fugir, afastar-se (de alguém ou de situação problemáticas) ",none," dar ares de Vila Diogo; dar à sola; dar de frosques; dar de trancas; cavar; fugir; vazar; pôr-se no
          piro; pôr-se na alheta; pôr-se nas andadeiras; pôr-se ao fresco; pôr-se a mexer; pôr-se a bulir;
          pôr-se a milhas; pôr-se a andar; cair fora; mandar-se; mostrar as ferraduras; ralar peito; picar a
          mula; escafeder-se; acunhar; pisar fundo",0
4713,piriguete,é um:, calão," puta; mulher da má vida; mulher da vida; mulher devassa; mulher promíscua; coirão; mulher de mau
          porte; mulher de meia porta; prostituta; putéfia; prostiputa; barregã; cuarra; meretriz; vaca; vaca
          descomunal; vacão; quenga; pechenga; reputenga; vadia; oferecida; bicha de angola; galdéria; rameira
        ",2
4714,pirilampo,insecto pirilampo,none, caga-lume; vaga-lume,0
4715,pirilau,"órgão sexual masculino, pénis, pênis", calão,,2
4716,piripalho,ex.:, calão,none,2
4717,piroca,"órgão sexual masculino, pénis, pênis", calão,,2
4718,pirola,"órgão sexual masculino, pénis, pênis", calão,,2
4719,pirolito,pancada,none, traulitada; pantufada; gelado quente; charutada; carrolaços,0
4720,pirona,órgão sexual feminino, calão carroceiro," cona; pipi; pito; pitaço; rata; vagina; ninho; parreco; pombinha; racha; febra; entrefolhos;
          mexilhão; ostra; greta; pachacha; patareca; passarinha; perseguida; boceta; conaça; crica; aranha;
          fanesga; boca do corpo; xana; snaita",3
